vru+line	call_id	customer_id	priority	type	date	vru_entry	vru_exit	vru_time	q_start	q_exit	q_time	outcome	ser_start	ser_exit	ser_time	server
AA0202	35270	38337168	2	PS	990224	15:10:15	15:10:21	6	15:10:21	15:10:30	9	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0202	35271	63193346	2	PS	990224	15:17:34	15:17:39	5	15:17:39	15:18:14	35	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0202	35272	0	0	PS	990224	15:28:08	15:28:18	10	0:00:00	0:00:00	0	AGENT	15:28:18	15:35:06	408	MORIAH
AA0202	35273	58638107	2	NE	990224	15:37:52	15:37:58	6	15:37:58	15:38:55	57	AGENT	15:38:54	15:40:11	77	AVNI
AA0202	35274	0	0	NE	990224	15:50:40	15:50:51	11	0:00:00	0:00:00	0	AGENT	15:50:50	15:51:22	32	ELI
AA0202	35275	0	0	NW	990224	16:02:23	16:02:32	9	16:02:32	16:04:07	95	AGENT	16:04:06	16:04:57	51	MORIAH
AA0202	35276	0	0	NW	990224	16:35:37	16:35:46	9	16:35:46	16:36:12	26	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0202	35277	0	0	NW	990224	16:58:36	16:58:49	13	0:00:00	0:00:00	0	AGENT	16:58:48	17:00:01	73	MIKI
AA0202	35278	58859752	2	PS	990224	17:14:43	17:14:49	6	17:14:49	17:18:05	196	AGENT	17:18:04	17:20:18	134	SHARON
AA0202	35279	0	0	NW	990224	17:30:30	17:30:39	9	17:30:39	17:31:59	80	AGENT	17:31:59	17:35:32	213	SHARON
AA0202	35280	0	0	PS	990224	17:48:22	17:48:33	11	0:00:00	0:00:00	0	AGENT	17:48:32	17:54:50	378	SHARON
AA0202	35281	31939812	2	PS	990224	18:09:47	18:09:53	6	18:09:53	18:10:20	27	AGENT	18:10:19	18:13:39	200	SHARON
AA0202	35282	0	0	PS	990224	18:22:54	18:23:09	15	0:00:00	0:00:00	0	AGENT	18:23:08	18:24:05	57	NAAMA
AA0202	35283	0	0	NW	990224	18:33:00	18:33:10	10	18:33:10	18:38:22	312	AGENT	18:38:21	18:39:11	50	BENSION
AA0202	35284	15696776	2	PS	990224	18:49:56	18:50:01	5	18:50:01	18:51:47	106	AGENT	18:51:46	18:52:30	44	BENSION
AA0202	35285	55332878	1	PS	990224	19:05:05	19:05:10	5	19:05:10	19:05:49	39	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0202	35286	59792267	2	PS	990224	19:17:08	19:17:14	6	19:17:14	19:17:36	22	AGENT	19:17:35	19:19:21	106	BENSION
AA0202	35287	0	0	NW	990224	19:35:19	19:35:28	9	19:35:28	19:35:40	12	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0202	35288	25367186	2	PS	990224	19:58:49	19:58:54	5	19:58:54	19:59:43	49	AGENT	19:59:42	20:00:46	64	NAAMA
AA0202	35289	0	0	NW	990224	20:16:16	20:16:26	10	20:16:26	20:19:39	193	AGENT	20:19:38	20:21:03	85	SHARON
AA0202	35290	28074193	2	PS	990224	20:34:06	20:34:12	6	20:34:12	20:34:28	16	AGENT	20:34:28	20:35:08	40	SHARON
AA0202	35291	0	0	NW	990224	20:52:53	20:53:02	9	20:53:02	20:56:48	226	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0202	35292	0	0	PS	990224	21:26:00	21:26:09	9	0:00:00	0:00:00	0	AGENT	21:26:09	21:32:17	368	NAAMA
AA0202	35293	0	0	PS	990224	21:51:00	21:51:09	9	0:00:00	0:00:00	0	AGENT	21:51:08	21:51:09	1	MIKI
AA0202	35294	0	0	PS	990224	22:11:25	22:11:36	11	0:00:00	0:00:00	0	AGENT	22:11:35	22:13:08	93	SHARON
AA0202	35295	54042171	2	NE	990224	22:33:04	22:33:10	6	22:33:10	22:33:33	23	AGENT	22:33:32	22:37:46	254	SHARON
AA0202	35296	32234056	2	PS	990224	22:51:14	22:51:20	6	22:51:20	22:51:29	9	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0202	35297	28465698	2	PS	990224	23:09:20	23:09:26	6	23:09:26	23:11:35	129	AGENT	23:11:34	23:14:39	185	SHARON
AA0202	35298	0	0	PS	990224	23:49:49	23:50:04	15	0:00:00	0:00:00	0	AGENT	23:50:04	23:51:01	57	SHARON
AA0202	35299	0	0	PS	990225	7:17:16	7:17:26	10	0:00:00	0:00:00	0	AGENT	7:17:25	7:17:42	17	MIKI
AA0202	35300	59601351	2	PS	990225	7:48:20	7:48:26	6	7:48:26	7:49:36	70	AGENT	7:49:36	7:50:08	32	MIKI
AA0202	35301	24333940	2	PS	990225	8:08:42	8:08:47	5	8:08:47	8:08:58	11	AGENT	8:08:58	8:09:00	2	TOVA
AA0202	35302	0	0	NW	990225	8:26:41	8:26:47	6	0:00:00	0:00:00	0	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0202	35303	17614371	1	PS	990225	8:46:48	8:46:53	5	8:46:53	8:47:08	15	AGENT	8:47:06	8:57:57	651	DORIT
AA0202	35304	0	0	NW	990225	8:57:12	8:57:22	10	8:57:22	8:59:59	157	AGENT	8:59:58	9:00:05	7	STEREN
AA0202	35305	65313108	2	PS	990225	9:14:37	9:14:43	6	9:14:43	9:15:21	38	AGENT	9:15:20	9:23:42	502	STEREN
AA0202	35306	0	0	NW	990225	9:26:04	9:26:13	9	9:26:13	9:30:26	253	AGENT	9:30:25	9:31:57	92	MIKI
AA0202	35307	12774121	1	PS	990225	9:39:44	9:39:50	6	9:39:50	9:43:12	202	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0202	35308	22204986	1	PS	990225	9:49:33	9:49:39	6	9:49:39	9:50:21	42	AGENT	9:50:21	9:51:57	96	MIKI
AA0202	35309	23846439	1	PS	990225	10:02:00	10:02:05	5	10:02:05	10:02:38	33	AGENT	10:02:38	10:03:51	73	MIKI
AA0202	35310	101030	2	NE	990225	10:08:14	10:08:19	5	10:08:19	10:08:54	35	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0202	35311	54120605	1	PS	990225	10:17:51	10:17:57	6	10:17:57	10:19:52	115	AGENT	10:19:51	10:20:54	63	TOVA
AA0202	35312	58793530	2	PS	990225	10:28:24	10:28:29	5	10:28:29	10:28:38	9	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0202	35313	58737453	1	PS	990225	10:39:21	10:39:26	5	10:39:26	10:40:05	39	AGENT	10:40:04	10:41:46	102	MIKI
AA0202	35315	0	0	PS	990225	10:51:25	10:51:25	0	0:00:00	0:00:00	0	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0202	35316	10587137	2	PS	990225	10:58:19	10:58:25	6	10:58:25	10:59:23	58	AGENT	10:59:21	10:59:59	38	SHARON
AA0202	35317	33849217	1	PS	990225	11:06:11	11:06:16	5	11:06:16	11:07:12	56	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0202	35318	25259854	2	PS	990225	11:11:24	11:11:30	6	11:11:30	11:12:16	46	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0202	35319	0	0	PS	990225	11:29:30	11:29:43	13	0:00:00	0:00:00	0	AGENT	11:29:42	11:31:28	106	SHARON
AA0202	35320	0	0	PS	990225	11:48:37	11:48:48	11	0:00:00	0:00:00	0	AGENT	11:48:47	11:49:49	62	DORIT
AA0202	35321	33105578	1	PS	990225	12:04:41	12:04:47	6	12:04:47	12:05:50	63	AGENT	12:05:49	12:06:58	69	MIKI
AA0202	35322	59138438	2	PS	990225	12:19:39	12:19:45	6	12:19:45	12:19:59	14	AGENT	12:19:57	12:25:27	330	TOVA
AA0202	35323	16992406	1	PS	990225	12:29:24	12:29:30	6	12:29:30	12:31:09	99	AGENT	12:31:08	12:32:04	56	SHARON
AA0202	35324	34375766	2	PS	990225	12:44:26	12:44:31	5	12:44:31	12:46:48	137	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0202	35325	25740853	1	PS	990225	12:51:50	12:51:56	6	12:51:56	12:53:59	123	AGENT	12:53:59	12:59:59	360	TOVA
AA0202	35326	51938660	2	PS	990225	13:08:24	13:08:29	5	13:08:29	13:12:12	223	AGENT	13:12:11	13:15:12	181	STEREN
AA0202	35327	9682923	2	PS	990225	13:22:21	13:22:27	6	13:22:27	13:23:50	83	AGENT	13:23:50	13:23:52	2	TOVA
AA0202	35328	563189	2	NE	990225	13:34:37	13:34:43	6	13:34:43	13:36:15	92	AGENT	13:36:14	13:37:46	92	SHARON
AA0202	35329	55931711	2	PS	990225	13:48:56	13:49:02	6	13:49:02	13:50:31	89	AGENT	13:50:30	13:55:28	298	MIKI
AA0202	35330	55300271	2	PS	990225	14:00:57	14:01:03	6	14:01:03	14:03:31	148	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0202	35331	54146154	2	PS	990225	14:13:47	14:13:52	5	14:13:52	14:14:59	67	AGENT	14:14:58	14:22:20	442	YIFAT
AA0202	35332	74780917	2	NE	990225	14:25:35	14:25:41	6	14:25:41	14:27:02	81	AGENT	14:27:01	14:28:31	90	SHARON
AA0202	35333	57831349	2	PS	990225	14:37:53	14:37:59	6	14:37:59	14:38:25	26	AGENT	14:38:24	14:41:57	213	KAZAV
AA0202	35334	0	0	NW	990225	14:48:49	14:48:58	9	14:48:58	14:49:30	32	AGENT	14:49:29	14:50:30	61	STEREN
AA0202	35336	0	0	PS	990225	14:59:14	14:59:14	0	0:00:00	0:00:00	0	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0202	35337	65429474	2	PS	990225	15:04:27	15:04:32	5	15:04:32	15:10:39	367	AGENT	15:10:38	15:14:46	248	BASCH
AA0202	35338	0	0	NW	990225	15:17:08	15:17:17	9	15:17:17	15:22:40	323	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0202	35339	52037405	2	PS	990225	15:31:35	15:31:41	6	15:31:41	15:32:26	45	AGENT	15:32:26	15:38:58	392	STEREN
AA0202	35340	50483494	2	PS	990225	15:39:14	15:39:20	6	15:39:20	15:40:25	65	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0202	35341	0	0	PS	990225	15:45:03	15:50:19	316	0:00:00	0:00:00	0	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0202	35342	13902978	2	PS	990225	16:02:58	16:03:04	6	16:03:04	16:03:11	7	AGENT	16:03:10	16:03:45	35	KAZAV
AA0202	35343	0	0	NW	990225	16:11:07	16:11:17	10	16:11:17	16:12:41	84	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0202	35344	0	0	NW	990225	16:18:59	16:19:08	9	16:19:08	16:20:25	77	AGENT	16:20:23	16:21:56	93	SHARON
AA0202	35345	0	0	NW	990225	16:27:11	16:27:20	9	16:27:20	16:31:09	229	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0202	35346	0	0	NW	990225	16:40:45	16:40:55	10	16:40:55	16:43:19	144	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0202	35347	0	0	NW	990225	16:54:10	16:54:19	9	16:54:19	16:55:06	47	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0202	35348	7376312	1	PS	990225	17:06:15	17:06:21	6	17:06:21	17:08:02	101	AGENT	17:08:02	17:10:35	153	AVNI
AA0202	35349	49996945	2	PS	990225	17:18:01	17:18:06	5	17:18:06	17:21:17	191	AGENT	17:21:17	17:22:26	69	SHARON
AA0202	35350	0	0	NW	990225	17:31:05	17:31:14	9	17:31:14	17:34:06	172	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0202	35351	0	0	NE	990225	17:50:53	17:51:05	12	0:00:00	0:00:00	0	AGENT	17:51:03	17:57:01	358	ZOHARI
AA0202	35352	0	0	PS	990225	18:15:01	18:15:19	18	0:00:00	0:00:00	0	AGENT	18:15:18	18:16:32	74	ZOHARI
AA0202	35353	0	0	PS	990225	18:30:00	18:30:11	11	0:00:00	0:00:00	0	AGENT	18:30:10	18:31:30	80	BASCH
AA0202	35354	0	0	NW	990225	18:47:23	18:47:32	9	18:47:32	18:49:26	114	AGENT	18:49:25	18:51:28	123	BENSION
AA0202	35355	0	0	PS	990225	19:08:11	19:08:20	9	0:00:00	0:00:00	0	AGENT	19:08:20	19:10:50	150	AVIDAN
AA0202	35356	0	0	PS	990225	19:30:12	19:30:24	12	0:00:00	0:00:00	0	AGENT	19:30:23	19:31:25	62	YITZ
AA0202	35357	0	0	NW	990225	19:50:07	19:50:16	9	19:50:16	19:57:11	415	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0202	35358	0	0	PS	990225	20:26:03	20:26:16	13	0:00:00	0:00:00	0	AGENT	20:26:15	20:26:24	9	ZOHARI
AA0202	35359	59630624	1	NE	990225	20:43:50	20:43:55	5	20:43:55	20:45:27	92	AGENT	20:45:27	20:46:24	57	ZOHARI
AA0202	35360	0	0	PS	990225	21:13:22	21:13:34	12	0:00:00	0:00:00	0	AGENT	21:13:33	21:17:18	225	AVNI
AA0202	35361	0	0	PS	990225	21:35:04	21:35:24	20	0:00:00	0:00:00	0	AGENT	21:35:23	21:38:09	166	BENSION
AA0202	35362	0	0	PS	990225	21:54:43	21:54:54	11	0:00:00	0:00:00	0	AGENT	21:54:53	21:57:18	145	YITZ
AA0202	35363	22013551	2	NE	990225	22:12:15	22:12:20	5	22:12:20	22:14:30	130	AGENT	22:14:29	22:15:16	47	ZOHARI
AA0202	35364	0	0	NE	990225	22:40:33	22:40:45	12	0:00:00	0:00:00	0	AGENT	22:40:44	22:44:12	208	ZOHARI
AA0202	35365	0	0	PS	990225	23:19:45	23:19:58	13	0:00:00	0:00:00	0	AGENT	23:19:58	23:25:58	360	BENSION
AA0202	35366	0	0	PS	990226	0:00:54	0:01:43	49	0:00:00	0:00:00	0	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0202	35367	0	0	PS	990226	7:17:00	7:17:17	17	0:00:00	0:00:00	0	AGENT	7:17:16	7:26:03	527	TOVA
AA0202	35368	0	0	PS	990226	8:12:21	8:12:51	30	0:00:00	0:00:00	0	AGENT	8:12:50	8:18:07	317	AVIDAN
AA0202	35369	0	0	PS	990226	8:27:51	8:28:02	11	0:00:00	0:00:00	0	AGENT	8:28:02	8:29:06	64	ZOHARI
AA0202	35370	0	0	NW	990226	8:37:45	8:37:58	13	0:00:00	0:00:00	0	AGENT	8:37:57	8:38:51	54	AVIDAN
AA0202	35371	32274987	1	PS	990226	8:47:22	8:47:27	5	8:47:27	8:48:01	34	AGENT	8:48:01	8:49:09	68	IDIT
AA0202	35372	0	0	NE	990226	9:00:26	9:00:36	10	0:00:00	0:00:00	0	AGENT	9:00:35	9:03:50	195	AVIDAN
AA0202	35373	0	0	NW	990226	9:17:00	9:17:15	15	0:00:00	0:00:00	0	AGENT	9:17:14	9:17:30	16	IDIT
AA0202	35374	0	0	PS	990226	9:34:23	9:34:31	8	0:00:00	0:00:00	0	AGENT	9:34:31	9:44:11	580	IDIT
AA0202	35375	0	0	PS	990226	9:50:32	9:50:43	11	0:00:00	0:00:00	0	AGENT	9:50:42	9:51:15	33	ZOHARI
AA0202	35376	0	0	NW	990226	10:13:09	10:13:24	15	0:00:00	0:00:00	0	AGENT	10:13:24	10:14:50	86	ZOHARI
AA0202	35377	11792132	1	PS	990226	10:39:43	10:39:56	13	10:39:56	10:40:01	5	HANG	10:39:55	10:40:01	6	NO_SERVER
AA0202	35378	29506490	1	PS	990226	11:07:03	11:07:09	6	11:07:09	11:07:20	11	AGENT	11:07:19	11:09:44	145	NAAMA
AA0202	35379	0	0	PS	990226	11:34:24	11:34:33	9	0:00:00	0:00:00	0	AGENT	11:34:33	11:36:30	117	AVIDAN
AA0202	35380	0	0	PS	990226	11:52:28	11:52:42	14	0:00:00	0:00:00	0	AGENT	11:52:41	11:55:06	145	IDIT
AA0202	35381	0	0	NW	990226	12:00:41	12:00:55	14	0:00:00	0:00:00	0	AGENT	12:00:54	12:02:14	80	ZOHARI
AA0202	35382	0	0	PS	990226	12:21:27	12:21:41	14	0:00:00	0:00:00	0	AGENT	12:21:40	12:23:28	108	ZOHARI
AA0202	35383	0	0	PS	990226	12:34:30	12:34:40	10	0:00:00	0:00:00	0	AGENT	12:34:39	12:38:34	235	NAAMA
AA0202	35384	6373054	1	PS	990226	12:46:59	12:47:05	6	12:47:05	12:47:53	48	AGENT	12:47:52	12:53:12	320	SHARON
AA0202	35385	0	0	NW	990226	13:14:44	13:15:00	16	0:00:00	0:00:00	0	AGENT	13:14:59	13:15:38	39	IDIT
AA0202	35386	0	0	PS	990226	13:48:58	13:49:07	9	0:00:00	0:00:00	0	AGENT	13:49:06	13:53:05	239	SHARON
AA0202	35387	0	0	PE	990226	15:04:41	15:05:10	29	0:00:00	0:00:00	0	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0202	35388	0	0	NW	990227	19:05:28	19:05:43	15	0:00:00	0:00:00	0	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0202	35389	0	0	PS	990227	19:39:38	19:39:49	11	0:00:00	0:00:00	0	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0202	35390	0	0	PS	990227	19:59:41	19:59:53	12	0:00:00	0:00:00	0	AGENT	19:59:52	20:00:28	36	GILI
AA0202	35391	0	0	PS	990227	20:29:01	20:29:14	13	0:00:00	0:00:00	0	AGENT	20:29:13	20:30:25	72	GILI
AA0202	35392	0	0	PS	990227	20:58:31	20:58:41	10	0:00:00	0:00:00	0	AGENT	20:58:40	21:06:41	481	ZOHARI
AA0202	35393	0	0	PS	990227	21:16:31	21:16:41	10	0:00:00	0:00:00	0	AGENT	21:16:40	21:17:20	40	IDIT
AA0202	35394	0	0	PS	990227	21:46:55	21:47:03	8	0:00:00	0:00:00	0	AGENT	21:47:03	21:48:10	67	GILI
AA0202	35395	17057118	2	PS	990227	22:13:24	22:13:30	6	22:13:30	22:14:46	76	AGENT	22:14:45	22:17:35	170	IDIT
AA0202	35396	0	0	PS	990227	23:07:05	23:07:14	9	0:00:00	0:00:00	0	AGENT	23:07:13	23:08:50	97	GILI
AA0202	35397	0	0	PS	990227	23:35:24	23:35:34	10	0:00:00	0:00:00	0	AGENT	23:35:33	23:35:36	3	GILI
AA0202	35398	0	0	PS	990228	0:54:41	0:55:06	25	0:00:00	0:00:00	0	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0202	35399	58420324	2	PS	990228	7:21:40	7:21:45	5	7:21:45	7:22:29	44	AGENT	7:22:28	7:23:40	72	YIFAT
AA0202	35400	303523526	1	PS	990228	7:48:39	7:48:44	5	7:48:44	7:49:03	19	AGENT	7:49:03	7:50:23	80	AVIDAN
AA0202	35401	0	0	PS	990228	8:15:30	8:15:39	9	0:00:00	0:00:00	0	AGENT	8:15:39	8:17:13	94	YITZ
AA0202	35403	0	0	PS	990228	8:28:21	8:28:21	0	0:00:00	0:00:00	0	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0202	35404	0	0	PS	990228	8:35:15	8:35:23	8	0:00:00	0:00:00	0	AGENT	8:35:23	8:35:42	19	STEREN
AA0202	35405	51704559	2	PS	990228	8:47:02	8:47:08	6	8:47:08	8:47:32	24	AGENT	8:47:31	8:49:08	97	AVIDAN
AA0202	35406	0	0	NW	990228	8:56:36	8:56:46	10	8:56:46	8:57:26	40	AGENT	8:57:26	8:58:19	53	AVNI
AA0202	35407	0	0	PS	990228	9:07:58	9:08:07	9	0:00:00	0:00:00	0	AGENT	9:08:06	9:08:55	49	KAZAV
AA0202	35408	0	0	NW	990228	9:17:54	9:18:03	9	9:18:03	9:18:49	46	AGENT	9:18:48	9:25:43	415	SHARON
AA0202	35409	59700823	1	PS	990228	9:32:49	9:32:54	5	9:32:54	9:33:49	55	AGENT	9:33:49	9:34:21	32	YIFAT
AA0202	35410	4586186	2	PS	990228	9:42:58	9:43:19	21	9:43:19	9:43:27	8	AGENT	9:43:26	9:50:15	409	SHARON
AA0202	35411	0	0	NW	990228	9:55:03	9:55:25	22	0:00:00	0:00:00	0	AGENT	9:55:24	10:02:39	435	MORIAH
AA0202	35412	0	0	NW	990228	10:04:47	10:04:57	10	10:04:57	10:06:03	66	AGENT	10:06:02	10:08:41	159	YIFAT
AA0202	35413	34399295	1	PS	990228	10:14:30	10:14:36	6	10:14:36	10:14:44	8	AGENT	10:14:44	10:18:20	216	AVNI
AA0202	35414	51454213	2	PS	990228	10:22:53	10:22:59	6	10:22:59	10:23:32	33	AGENT	10:23:32	10:24:55	83	AVIDAN
AA0202	35415	0	0	PS	990228	10:30:44	10:30:52	8	0:00:00	0:00:00	0	AGENT	10:30:52	10:41:48	656	KAZAV
AA0202	35416	0	0	NW	990228	10:39:27	10:39:39	12	0:00:00	0:00:00	0	AGENT	10:39:39	10:40:36	57	STEREN
AA0202	35417	0	0	PS	990228	10:51:51	10:52:01	10	0:00:00	0:00:00	0	AGENT	10:52:00	10:53:43	103	MORIAH
AA0202	35418	0	0	NW	990228	11:04:25	11:04:39	14	0:00:00	0:00:00	0	AGENT	11:04:38	11:07:19	161	STEREN
AA0202	35419	0	0	PS	990228	11:15:04	11:15:14	10	0:00:00	0:00:00	0	AGENT	11:15:13	11:23:04	471	AVIDAN
AA0202	35420	0	0	PS	990228	11:27:58	11:28:11	13	0:00:00	0:00:00	0	AGENT	11:28:09	11:28:39	30	AVIDAN
AA0202	35421	0	0	PS	990228	11:41:32	11:41:40	8	0:00:00	0:00:00	0	AGENT	11:41:40	11:42:16	36	KAZAV
AA0202	35422	0	0	PS	990228	11:56:12	11:57:02	50	0:00:00	0:00:00	0	AGENT	11:57:01	12:10:04	783	STEREN
AA0202	35423	52120771	1	NE	990228	12:08:41	12:08:47	6	12:08:47	12:08:59	12	AGENT	12:08:57	12:13:49	292	MORIAH
AA0202	35424	25344037	2	PS	990228	12:19:38	12:19:44	6	12:19:44	12:19:50	6	AGENT	12:19:49	12:24:22	273	KAZAV
AA0202	35425	16793861	1	PS	990228	12:35:28	12:35:34	6	12:35:34	12:37:42	128	AGENT	12:37:42	12:37:45	3	MORIAH
AA0202	35426	0	0	NE	990228	12:50:27	12:50:37	10	0:00:00	0:00:00	0	AGENT	12:50:36	13:04:03	807	ELI
AA0202	35427	0	0	NW	990228	13:11:02	13:11:14	12	0:00:00	0:00:00	0	AGENT	13:11:14	13:12:02	48	MORIAH
AA0202	35428	0	0	NE	990228	13:26:31	13:26:40	9	0:00:00	0:00:00	0	AGENT	13:26:39	13:26:43	4	SHARON
AA0202	35429	56073067	2	PS	990228	13:35:48	13:35:54	6	13:35:54	13:37:05	71	AGENT	13:37:04	13:39:45	161	MORIAH
AA0202	35430	37690005	1	PS	990228	13:45:57	13:46:03	6	13:46:03	13:46:49	46	AGENT	13:46:49	13:49:54	185	AVNI
AA0202	35431	0	0	PS	990228	13:53:22	13:59:01	339	0:00:00	0:00:00	0	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0202	35432	33689787	2	PS	990228	14:12:58	14:13:04	6	14:13:04	14:13:29	25	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0202	35433	0	0	PS	990228	14:25:58	14:26:20	22	0:00:00	0:00:00	0	AGENT	14:26:19	14:32:29	370	YIFAT
AA0202	35434	0	0	NW	990228	14:35:34	14:35:37	3	0:00:00	0:00:00	0	HANG	0:00:00	0:00:00	0	NO_SERVER
AA0202	35435	55341648	2	PS	990228	14:42:27	14:42:33	6	14:42:33	14:43:08	35	AGENT	14:43:07	14:51:56	529	KAZAV
AA0202	35436	23939945	1	PS	990228	14:50:28	14:50:33	5	14:50:33	14:53:03	150	AGENT	14:53:03	14:54:41	98	KAZAV
AA0202	35437	0	0	NW	990228	14:57:49	14:57:59	10	14:57:59	14:59:54	115	AGENT	14:59:53	15:06:28	395	MIKI
AA0202	35438	28469658	2	PS	990228	15:12:38	15:12:43	5	15:12:43	15:13:26	43	AGENT	15:13:25	15:21:53	508	STEREN
AA0202	35439	56051360	2	NE	990228	15:21:18	15:21:23	5	15:21:23	15:21:49	26	AGENT	15:21:48	15:30:39	531	AVNI
AA0202	35440	23530603	2	PS	990228	15:30:32	15:30:37	5	15:30:37	15:31:21	44	AGENT	15:31:20	15:32:14	54	KAZAV
AA0202	35441	67124958	2	PS	990228	15:37:20	15:37:26	6	15:37:26	15:40:36	190	AGENT	15:40:36	15:44:20	224	STEREN
AA0202	35442	58704610	2	PS	990228	15:48:12	15:48:17	5	15:48:17	15:48:41	24	AGENT	15:48:40	15:51:39	179	YITZ
AA0202	35443	52078425	2	PS	990228	15:59:25	15:59:31	6	15:59:31	15:59:55	24	AGENT	15:59:55	16:03:00	185	KAZAV
AA0202	35444	58859752	2	PS	990228	16:07:59	16:08:04	5	16:08:04	16:08:25	21	HANG	16:08:26	16:12:06	220	NO_SERVER
AA0202	35445	41543000	2	PS	990228	16:16:03	16:16:08	5	16:16:08	16:16:50	42	AGENT	16:16:49	16:20:22	213	TOVA
AA0202	35446	0	0	NW	990228	16:23:46	16:24:05	19	0:00:00	0:00:00	0	AGENT	16:24:04	16:25:52	108	AVNI
AA0202	35447	0	0	PS	990228	16:32:00	16:32:10	10	0:00:00	0:00:00	0	AGENT	16:32:09	16:33:40	91	ZOHARI
AA0202	35448	0	0	PS	990228	16:39:24	16:39:33	9	0:00:00	0:00:00	0	AGENT	16:39:32	16:39:33	1	MIKI
AA0202	35449	28716413	2	PS	990228	16:44:08	16:44:14	6	16:44:14	16:44:23	9	AGENT	16:44:21	16:46:55	154	ZOHARI
AA0202	35450	7656580	2	PS	990228	16:49:58	16:50:04	6	16:50:04	16:52:29	145	AGENT	16:52:28	16:56:59	271	DARMON
AA0202	35451	0	0	PS	990228	17:00:26	17:00:36	10	0:00:00	0:00:00	0	AGENT	17:00:35	17:08:32	477	DORIT
AA0202	35452	0	0	NW	990228	17:18:26	17:18:35	9	17:18:35	17:18:50	15	AGENT	17:18:49	17:19:14	25	MIKI
AA0202	35453	0	0	NW	990228	17:33:29	17:33:44	15	0:00:00	0:00:00	0	AGENT	17:33:44	17:34:53	69	IDIT
AA0202	35454	0	0	NW	990228	17:45:40	17:45:53	13	0:00:00	0:00:00	0	AGENT	17:45:52	17:46:06	14	GELBER
AA0202	35455	0	0	NW	990228	17:57:55	17:58:08	13	0:00:00	0:00:00	0	AGENT	17:58:08	17:58:50	42	TOVA
AA0202	35456	0	0	PS	990228	18:15:48	18:15:57	9	0:00:00	0:00:00	0	AGENT	18:15:57	18:17:45	108	ZOHARI
AA0202	35457	0	0	NW	990228	18:29:04	18:29:19	15	0:00:00	0:00:00	0	AGENT	18:29:17	18:30:31	74	MIKI
AA0202	35458	0	0	PS	990228	18:45:22	18:45:34	12	0:00:00	0:00:00	0	AGENT	18:45:34	18:50:02	268	TOVA
AA0202	35459	0	0	NW	990228	18:57:51	18:58:00	9	18:58:00	18:58:49	49	AGENT	18:58:48	18:59:59	71	SHLOMO
AA0202	35460	0	0	PS	990228	19:26:05	19:26:23	18	0:00:00	0:00:00	0	AGENT	19:26:22	19:28:28	126	BENSION
AA0202	35461	0	0	PS	990228	19:56:14	19:56:24	10	0:00:00	0:00:00	0	AGENT	19:56:23	19:57:45	82	GILI
AA0202	35462	0	0	PS	990228	20:19:49	20:20:01	12	0:00:00	0:00:00	0	AGENT	20:20:01	20:24:35	274	IDIT
AA0202	35463	0	0	PS	990228	20:49:29	20:49:40	11	0:00:00	0:00:00	0	AGENT	20:49:40	20:50:40	60	SHLOMO
AA0202	35464	0	0	PS	990228	21:29:07	21:29:19	12	0:00:00	0:00:00	0	AGENT	21:29:18	21:31:24	126	GILI
AA0202	35465	0	0	NW	990228	22:02:44	22:02:56	12	0:00:00	0:00:00	0	AGENT	22:02:56	22:03:28	32	SHLOMO
AA0202	35466	0	0	PS	990228	22:41:03	22:41:24	21	0:00:00	0:00:00	0	AGENT	22:41:23	22:44:17	174	DARMON
